"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.735696198E0,1.830989480E0,9.837325096E0,2.080380678E0
6.752362136E0,1.865299344E0,9.960090637E0,2.221159935E0
6.769028073E0,1.703753471E0,9.732121468E0,2.963700056E0
6.785694011E0,1.497388244E0,9.292494774E0,3.219172478E0
6.802359948E0,1.470795035E0,8.910738945E0,2.618937969E0
6.819025886E0,1.247230172E0,8.854696274E0,2.122553110E0
6.835691823E0,9.349842668E-1,8.710644722E0,2.539929152E0
6.852357761E0,9.277134538E-1,8.265346527E0,3.113292694E0
6.869023698E0,1.162168980E0,7.847950459E0,3.122277975E0
6.885689636E0,1.097124577E0,7.657051086E0,2.882501841E0
6.902355573E0,9.358277321E-1,7.674547672E0,2.642045498E0
6.919021511E0,7.874831557E-1,7.588831425E0,2.421059370E0
6.935687448E0,7.170935273E-1,7.514993191E0,2.263223410E0
6.952353386E0,5.456072688E-1,7.665800571E0,2.010560751E0
6.969019323E0,1.620829552E-1,7.801909924E0,2.187257767E0
6.985685261E0,-1.466992218E-2,8.047097206E0,2.231524706E0
7.002351198E0,2.370866388E-2,8.457215309E0,2.327570200E0
7.019017136E0,4.196474552E-1,8.818407059E0,2.564489365E0
7.035683073E0,8.388824463E-1,9.073386192E0,2.379782677E0
7.052349011E0,9.776864052E-1,9.415458679E0,1.820244193E0
7.069014948E0,8.436009288E-1,9.812138557E0,1.645468354E0
7.085680886E0,5.306751132E-1,1.025707531E1,2.378609419E0
7.102346823E0,3.536942899E-1,1.059724522E1,3.372103453E0
7.119012761E0,6.339475513E-1,1.082343960E1,3.400901079E0
7.135678698E0,8.748197556E-1,1.120463181E1,2.980098724E0
7.152344636E0,9.271704555E-1,1.154562473E1,3.167985201E0
7.169010573E0,1.035659313E0,1.177568340E1,3.363906622E0
7.185676511E0,1.172912717E0,1.201160908E1,3.401873589E0
7.202342448E0,1.131979346E0,1.238030910E1,3.146753311E0
7.219008386E0,8.283116221E-1,1.287328625E1,2.337289572E0
7.235674323E0,3.480652869E-1,1.365558147E1,1.697229981E0
7.252340261E0,-1.271135081E-2,1.435336590E1,2.222597599E0
7.269006198E0,-3.895280361E-1,1.487711716E1,2.940950394E0
7.285672136E0,-9.136686325E-1,1.515815449E1,2.752560854E0
7.302338073E0,-1.500036716E0,1.448825932E1,2.517883539E0
7.319004011E0,-1.529182434E0,1.260058498E1,2.917102098E0
7.335669948E0,-1.403202653E0,1.096748734E1,3.424829483E0
7.352335886E0,-1.617967010E0,9.674296379E0,4.631603241E0
7.369001823E0,-1.761040330E0,8.581325531E0,5.594007969E0
7.385667761E0,-1.166190505E0,8.013785362E0,4.420500755E0
7.402333698E0,-1.071786284E-1,8.326697350E0,2.961860657E0
7.418999636E0,5.130014420E-1,8.674063683E0,3.590167284E0
7.435665573E0,1.014596462E0,8.921675682E0,4.075839996E0
7.452331511E0,8.244007230E-1,9.163955688E0,3.803342104E0
7.468997448E0,2.150123566E-1,9.206947327E0,2.813306808E0
7.485663386E0,-3.209590018E-1,8.996540070E0,2.093049765E0
7.502329323E0,-4.962191284E-1,8.623665810E0,2.673889160E0
7.518995261E0,-1.300125122E-1,8.274272919E0,3.423667192E0
7.535661198E0,7.105905414E-1,7.871290684E0,4.134511948E0
7.552327136E0,1.402975917E0,7.395870209E0,4.619902134E0
7.568993073E0,1.275521636E0,7.081300259E0,5.347288609E0
7.585659011E0,7.208855748E-1,6.886919498E0,5.354519367E0
7.602324948E0,4.208092690E-1,6.635938644E0,4.555569649E0
7.618990886E0,-1.436448563E-2,6.232545853E0,4.170423031E0
7.635656823E0,-6.451158524E-1,5.723654270E0,4.488011837E0
7.652322761E0,-8.188452125E-1,5.254848480E0,4.614658833E0
7.668988698E0,-4.923272133E-1,5.103822708E0,4.722754955E0
7.685654636E0,1.462039798E-1,5.182174206E0,4.866714954E0
7.702320573E0,8.593247533E-1,5.454977036E0,5.524405003E0
7.718986511E0,1.110081077E0,5.976937771E0,7.083395481E0
7.735652448E0,8.235108256E-1,6.344430923E0,6.886070728E0
7.752318386E0,7.944150567E-1,6.227617741E0,4.594335079E0
7.768984323E0,9.170039296E-1,6.101362705E0,3.970214844E0
7.785650261E0,1.323739648E0,6.297174454E0,4.208485126E0
7.802316198E0,1.661516070E0,6.617556095E0,4.865154266E0
7.818982136E0,1.699473858E0,6.655213833E0,5.690941334E0
7.835648073E0,1.741778374E0,6.237696171E0,6.176057339E0
7.852314011E0,1.757093549E0,5.783388615E0,6.601947784E0
7.868979948E0,1.538393021E0,5.483842373E0,7.009637833E0
7.885645886E0,1.466693759E0,5.413143158E0,7.372630596E0
7.902311823E0,1.791593552E0,5.756954670E0,7.784448624E0
7.918977761E0,2.335145950E0,6.653915405E0,8.365101814E0
7.935643698E0,1.941532135E0,8.090291023E0,8.296300888E0
7.952309636E0,4.619265497E-1,9.710838318E0,7.186636448E0
7.968975573E0,1.709806174E-1,1.041527843E1,6.440251827E0
7.985641511E0,6.175034046E-1,1.039587688E1,8.081518173E0
8.002307448E0,9.383880496E-1,1.015546131E1,7.612590790E0
8.018973386E0,1.178002834E0,1.001529980E1,6.159284115E0
8.035639323E0,1.249625087E0,1.027240753E1,4.605449200E0
8.052305261E0,9.465851188E-1,1.085038853E1,5.522883892E0
8.068971198E0,7.142871022E-1,1.122078705E1,5.633260727E0
8.085637136E0,1.144778728E0,1.061388111E1,4.766915321E0
8.102303073E0,1.564698219E0,9.416208267E0,4.227628708E0
8.118969011E0,1.578254580E0,8.062687874E0,3.915110588E0
8.135634948E0,1.843026996E0,7.087153912E0,3.525947332E0
8.152300886E0,1.958609581E0,7.243776798E0,3.064313173E0
8.168966823E0,1.423430800E0,8.272374153E0,3.096505404E0
8.185632761E0,6.291419268E-1,9.148262978E0,3.969813585E0
8.202298698E0,1.287558377E-1,9.297873497E0,4.696042538E0
8.218964636E0,1.989255399E-1,8.779481888E0,4.504208088E0
8.235630573E0,8.109068871E-1,8.174132347E0,3.676402092E0
8.252296511E0,1.187483907E0,7.878015995E0,3.262008667E0
8.268962448E0,1.099067211E0,7.946521282E0,3.256240129E0
8.285628386E0,9.680776000E-1,8.159895897E0,3.315788984E0
8.302294323E0,1.025278211E0,8.250802994E0,3.182851076E0
8.318960261E0,1.111200929E0,8.120782852E0,3.196716309E0
8.335626198E0,1.113464832E0,7.953853130E0,3.556180716E0
8.352292136E0,1.221551776E0,7.994747639E0,3.594562292E0
8.368958073E0,1.491088033E0,8.052796364E0,3.149491072E0
8.385624011E0,1.592441082E0,8.022620201E0,2.734895706E0
8.402289948E0,1.407360554E0,8.066134453E0,2.660347223E0
8.418955886E0,1.239306569E0,8.142844200E0,2.642251492E0
8.435621823E0,1.297536492E0,8.349967003E0,2.594140768E0
8.452287761E0,1.216209412E0,8.597874641E0,2.432580233E0
8.468953698E0,1.003444314E0,8.961724281E0,2.279118061E0
8.485619636E0,8.372542858E-1,9.273030281E0,2.492538214E0
8.502285573E0,7.478573322E-1,9.399467468E0,2.867901564E0
8.518951511E0,8.446748853E-1,9.474562645E0,2.874419212E0
8.535617448E0,1.048429966E0,9.727437019E0,2.599424362E0
8.552283386E0,1.083540797E0,1.010644245E1,2.497939110E0
8.568949323E0,8.881764412E-1,1.011643887E1,2.612480879E0
8.585615261E0,6.527767181E-1,9.977962494E0,2.743017435E0
8.602281198E0,8.901498914E-1,1.014321423E1,2.913182020E0
8.618947136E0,1.340985894E0,1.049449158E1,2.915637016E0
8.635613073E0,1.262416005E0,1.057507229E1,2.556040764E0
8.652279011E0,1.012862086E0,1.064308071E1,2.667815447E0
8.668944948E0,6.786575913E-1,1.071334076E1,3.271942854E0
8.685610886E0,8.997839093E-1,1.068607426E1,3.134042740E0
8.702276823E0,1.184746265E0,1.109273624E1,2.773496866E0
8.718942761E0,1.143820882E0,1.182943249E1,2.605710030E0
8.735608698E0,9.174750447E-1,1.273632336E1,2.134913683E0
8.752274636E0,5.582451820E-1,1.356414318E1,2.311073303E0
8.768940573E0,-2.200075425E-2,1.410359192E1,2.881608009E0
8.785606511E0,-7.469949722E-1,1.460469913E1,3.365092039E0
8.802272448E0,-1.122485518E0,1.441453457E1,3.129344225E0
8.818938386E0,-6.178284287E-1,1.271425629E1,2.635835886E0
8.835604323E0,-1.184186563E-1,1.052477169E1,2.230049133E0
8.852270261E0,-2.689746022E-1,9.022839546E0,1.792381644E0
8.868936198E0,-1.200687289E0,8.455674171E0,1.777232766E0
8.885602136E0,-2.356681585E0,8.433458328E0,2.799353361E0
8.902268073E0,-1.644253373E0,8.574984550E0,3.343486786E0
8.918934011E0,-1.576349139E-1,8.640547752E0,2.112990618E0
8.935599948E0,1.655196249E-1,8.800164223E0,1.633453012E0
8.952265886E0,-8.865511417E-2,9.133987427E0,2.496163607E0
8.968931823E0,1.380055100E-1,9.387270927E0,3.213006020E0
8.985597761E0,3.959024847E-1,9.724558830E0,4.171828270E0
9.002263698E0,5.195909142E-1,9.984894753E0,5.972311020E0
9.018929636E0,5.070499778E-1,9.845959663E0,7.307848454E0
9.035595573E0,4.325046837E-1,9.221646309E0,6.733535290E0
9.052261511E0,3.195452392E-1,8.323263168E0,4.813727856E0
9.068927448E0,1.287929565E-1,7.699119568E0,2.752045393E0
9.085593386E0,1.051016226E-1,7.499904633E0,1.810935974E0
9.102259323E0,1.927217096E-1,7.511875153E0,2.219303131E0
9.118925261E0,5.193404555E-1,7.486276150E0,4.207048893E0
9.135591198E0,9.874855876E-1,7.192113876E0,6.758582592E0
9.152257136E0,1.388383508E0,6.678340912E0,8.026202202E0
9.168923073E0,1.261134267E0,6.418813705E0,6.186824322E0
9.185589011E0,3.517229557E-1,6.238355637E0,3.965207338E0
9.202254948E0,-3.169313073E-1,6.081211090E0,3.083799601E0
9.218920886E0,-3.526596129E-1,6.069423199E0,3.790903807E0
9.235586823E0,-3.205873445E-2,6.096623898E0,6.238259792E0
9.252252761E0,5.023481250E-1,5.874327183E0,6.546842575E0
9.268918698E0,8.589336872E-1,5.587332249E0,5.152950764E0
9.285584636E0,9.685509205E-1,5.557092190E0,4.693524837E0
9.302250573E0,1.244876981E0,5.755273342E0,4.483912468E0
9.318916511E0,1.583488464E0,6.116945744E0,4.412753582E0
9.335582448E0,2.006417751E0,6.333655834E0,4.709601879E0
9.352248386E0,2.326683760E0,6.184312820E0,5.163899422E0
9.368914323E0,2.525238752E0,5.756118298E0,5.415484905E0
9.385580261E0,2.984633207E0,5.418159008E0,5.793380737E0
9.402246198E0,3.510094881E0,5.301136494E0,6.361875057E0
9.418912136E0,3.678350449E0,5.265026569E0,6.854949951E0
9.435578073E0,3.754698515E0,5.621379375E0,7.416175842E0
9.452244011E0,3.655503273E0,6.404493809E0,7.180603027E0
9.468909948E0,2.729686022E0,7.237897396E0,6.377994537E0
9.485575886E0,6.361998916E-1,8.780735970E0,5.729466915E0
9.502241823E0,-6.702019572E-1,1.121262741E1,1.025477314E1
9.518907761E0,1.727114677E0,1.274975967E1,1.400427723E1
9.535573698E0,3.246185303E0,1.220822144E1,5.019761562E0
9.552239636E0,2.142505884E0,1.124689770E1,1.223688960E0
9.568905573E0,1.455333233E0,1.082137680E1,1.786836028E0
9.585571511E0,2.911594212E-1,1.074411011E1,4.729155064E0
9.602237448E0,-2.841500044E-1,9.942679405E0,8.006312370E0
9.618903386E0,8.325917125E-1,8.819815636E0,7.842708111E0
9.635569323E0,1.742144942E0,8.286627769E0,4.694340229E0
9.652235261E0,1.366960526E0,8.036913872E0,2.920165777E0
9.668901198E0,9.570714831E-1,7.632673740E0,3.197777510E0
9.685567136E0,1.140028358E0,7.378459454E0,4.164927959E0
9.702233073E0,1.187929273E0,7.575870514E0,5.033280373E0
9.718899011E0,8.720583320E-1,8.027788162E0,4.780362606E0
9.735564948E0,5.790929198E-1,8.450057030E0,3.725519896E0
9.752230886E0,3.528327048E-1,8.504117966E0,3.252685547E0
9.768896823E0,4.485203326E-1,8.191657066E0,3.136082411E0
9.785562761E0,5.713403821E-1,7.969697475E0,3.119018555E0
9.802228698E0,6.160812378E-1,7.794374943E0,3.321571589E0
9.818894636E0,1.072611928E0,7.814744473E0,3.460078478E0
9.835560573E0,1.544491172E0,8.124180794E0,3.605669022E0
9.852226511E0,1.395233989E0,8.273085594E0,3.627580881E0
9.868892448E0,1.249437332E0,8.153342247E0,3.438241959E0
9.885558386E0,1.421869278E0,7.934480190E0,3.452765703E0
9.902224323E0,1.568385005E0,7.834179401E0,3.556853533E0
9.918890261E0,1.475252032E0,8.081793785E0,3.244354010E0
9.935556198E0,1.426860452E0,8.477585793E0,2.849328995E0
9.952222136E0,1.477991700E0,8.758854866E0,2.810977221E0
9.968888073E0,1.484720111E0,8.972999573E0,2.984786272E0
9.985554011E0,1.383633971E0,9.093365669E0,3.021700621E0
1.000221995E1,1.286164641E0,9.166166306E0,2.969281912E0
1.001888589E1,1.183765888E0,9.162804604E0,2.891584396E0
1.003555182E1,1.169222832E0,9.177432060E0,2.820508718E0
1.005221776E1,1.055480003E0,9.273745537E0,2.992105246E0
1.006888370E1,9.502714276E-1,9.390040398E0,3.123403549E0
1.008554964E1,9.250405431E-1,9.409853935E0,2.969362259E0
1.010221557E1,8.998110890E-1,9.344776154E0,2.424635172E0
1.011888151E1,7.832984328E-1,9.326921463E0,2.044002533E0
1.013554745E1,7.604250908E-1,9.622641563E0,1.948545337E0
1.015221339E1,8.525696397E-1,9.805428505E0,2.033431768E0
1.016887932E1,1.035899162E0,9.785944939E0,1.949387074E0
1.018554526E1,1.166255474E0,9.811203003E0,1.748335361E0
1.020221120E1,1.072953343E0,1.006344795E1,1.707067490E0
1.021887714E1,8.094280362E-1,1.031675434E1,1.940613747E0
1.023554307E1,6.543360353E-1,1.049597168E1,2.046461821E0
1.025220901E1,6.319496036E-1,1.067714691E1,2.112776279E0
1.026887495E1,5.463307500E-1,1.081762695E1,2.148412943E0
1.028554089E1,5.234225988E-1,1.105894756E1,1.870910287E0
1.030220682E1,5.434464812E-1,1.142319012E1,1.537475467E0
1.031887276E1,5.378164053E-1,1.184862614E1,1.408897519E0
1.033553870E1,7.614290118E-1,1.217094421E1,1.906429648E0
1.035220464E1,1.195372820E0,1.256877995E1,2.353838682E0
1.036887057E1,1.034207702E0,1.308094501E1,2.381096601E0
1.038553651E1,5.220455527E-1,1.336037445E1,1.933635116E0
1.040220245E1,3.716273606E-1,1.317520809E1,1.378733158E0
1.041886839E1,7.487552762E-1,1.293222332E1,1.068497658E0
1.043553432E1,7.377574444E-1,1.298294735E1,1.617761970E0
1.045220026E1,2.581427991E-1,1.235614777E1,2.168983698E0
1.046886620E1,1.758576632E-1,1.119419098E1,1.973465919E0
1.048553214E1,1.562051941E-2,9.870482445E0,1.515921950E0
1.050219807E1,-7.503768802E-1,8.985953331E0,1.114546895E0
1.051886401E1,-2.273422003E0,8.813742638E0,1.399268746E0
1.053552995E1,-3.157846689E0,9.195860863E0,1.931388736E0
1.055219589E1,-2.027765989E0,9.461938858E0,1.789016724E0
1.056886182E1,-3.087232709E-1,9.385562897E0,1.696735740E0
1.058552776E1,7.086799741E-1,9.323704720E0,2.558836222E0
1.060219370E1,1.164398074E0,9.798415184E0,4.379933357E0
1.061885964E1,1.121324897E0,1.031625748E1,5.106582642E0
1.063552557E1,1.614601910E-1,1.001318836E1,2.035620928E0
1.065219151E1,-6.399951577E-1,8.608283043E0,-6.263154149E-1
1.066885745E1,-2.068502307E-1,7.662168980E0,2.811969221E-1
1.068552339E1,2.436065674E-1,7.317429066E0,1.573944211E0
1.070218932E1,4.290696681E-1,7.271327972E0,2.652992964E0
1.071885526E1,-1.021386217E-2,7.416801929E0,3.541978836E0
1.073552120E1,-4.395233691E-1,7.457410336E0,3.800646544E0
1.075218714E1,-2.337543219E-1,7.102317810E0,3.164174318E0
1.076885307E1,7.831901312E-2,6.710613251E0,2.325076818E0
1.078551901E1,2.476972342E-1,6.494655132E0,1.708875060E0
1.080218495E1,3.586322963E-1,6.620876789E0,1.240599751E0
1.081885089E1,1.284854263E-1,6.948438168E0,1.400915504E0
1.083551682E1,-6.616410613E-1,7.315187454E0,3.454607725E0
1.085218276E1,-9.937481284E-1,7.590570450E0,5.421663761E0
1.086884870E1,-3.281277716E-1,7.466369629E0,4.865726471E0
1.088551464E1,3.975093365E-1,7.131754398E0,3.622928858E0
1.090218057E1,7.159881592E-1,6.968648911E0,3.061140299E0
1.091884651E1,6.283194423E-1,6.981039524E0,3.470578194E0
1.093551245E1,5.609489679E-1,7.159496307E0,3.861539602E0
1.095217839E1,7.800133824E-1,7.455864429E0,3.790979147E0
1.096884432E1,1.055199146E0,7.839917660E0,3.523711443E0
1.098551026E1,1.217203259E0,8.303215981E0,3.462308884E0
1.100217620E1,1.290425539E0,8.696434975E0,4.027121067E0
1.101884214E1,1.467601418E0,9.064310074E0,4.771561146E0
1.103550807E1,1.488045812E0,9.450164795E0,5.420561314E0
1.105217401E1,1.371744514E0,9.585971832E0,6.096402645E0
1.106883995E1,1.306727409E0,9.477169991E0,5.847019196E0
1.108550589E1,1.030291557E0,9.160429001E0,4.619954586E0
1.110217182E1,6.185727715E-1,8.805716515E0,3.653676987E0
1.111883776E1,2.894558907E-1,8.564448357E0,3.612742186E0
1.113550370E1,3.971581459E-1,8.400847435E0,3.758619070E0
1.115216964E1,5.148068070E-1,8.333449364E0,4.021625996E0
1.116883557E1,2.590636313E-1,8.267807961E0,4.770729065E0
1.118550151E1,1.553071737E-1,8.234709740E0,5.432110310E0
1.120216745E1,1.573684812E-1,9.244311333E0,5.011135578E0
1.121883339E1,-6.787907332E-2,1.078337002E1,4.245979786E0
1.123549932E1,7.466792315E-2,1.203178501E1,3.320236921E0
1.125216526E1,5.306845307E-1,1.272602177E1,2.415495634E0
1.126883120E1,5.905644894E-1,1.304933643E1,2.547178030E0
1.128549714E1,8.632596135E-1,1.255981731E1,3.051843643E0
1.130216307E1,1.243561268E0,1.091143513E1,3.328670502E0
1.131882901E1,8.463626504E-1,9.430412292E0,2.394270658E0
1.133549495E1,3.453961611E-1,8.528420448E0,9.485094547E-1
1.135216089E1,5.555109978E-1,7.646898270E0,8.967705369E-1
1.136882682E1,1.120200038E0,6.719923019E0,1.622610688E0
1.138549276E1,1.348494530E0,6.582420349E0,1.497089028E0
1.140215870E1,5.586696267E-1,7.415759563E0,9.536945224E-1
1.141882464E1,-8.848550916E-1,8.867477417E0,3.760072887E-1
1.143549057E1,-1.756328583E0,1.005750656E1,-5.833126307E-1
1.145215651E1,-1.341650009E0,1.045739841E1,-1.153824329E0
1.146882245E1,-2.061855644E-1,1.024670124E1,-3.625519276E-1
1.148548839E1,2.596084177E-1,1.044330502E1,9.142172337E-1
1.150215432E1,2.412542552E-1,1.057604313E1,2.197161436E0
1.151882026E1,7.863049507E-1,1.007874584E1,4.059881687E0
1.153548620E1,1.385105252E0,9.289452553E0,4.907665730E0
1.155215214E1,1.065546393E0,8.755279541E0,3.489393234E0
1.156881807E1,5.260481238E-1,8.421761513E0,2.043665648E0
1.158548401E1,2.662868798E-1,8.425989151E0,1.263595700E0
1.160214995E1,4.927861989E-1,8.923790932E0,1.354160786E0
1.161881589E1,6.148756146E-1,9.501767159E0,1.984261513E0
1.163548182E1,6.054078937E-1,9.889183044E0,2.320634604E0
1.165214776E1,6.511633992E-1,1.001850128E1,1.964059472E0
1.166881370E1,9.059517980E-1,9.926318169E0,1.620594382E0
1.168547964E1,1.170537233E0,9.785144806E0,1.759676933E0
1.170214557E1,1.255279541E0,9.634774208E0,2.069543600E0
1.171881151E1,1.149021268E0,9.656689644E0,2.031588316E0
1.173547745E1,7.581357360E-1,9.717211723E0,1.865569949E0
1.175214339E1,3.686062098E-1,9.699789047E0,1.706196904E0
1.176880932E1,4.431935847E-1,9.813932419E0,1.585217118E0
1.178547526E1,6.726186872E-1,9.972051620E0,1.482342839E0
1.180214120E1,4.484678209E-1,1.019172192E1,1.416976929E0
1.181880714E1,-1.882205904E-2,1.038601398E1,1.463140488E0
1.183547307E1,-3.809287846E-1,1.032970333E1,1.382981777E0
1.185213901E1,-5.132762194E-1,1.000886154E1,1.209281087E0
1.186880495E1,-4.028107226E-1,9.747478485E0,7.214583755E-1
1.188547089E1,-4.816654325E-2,1.029269791E1,-2.504824996E-1
1.190213682E1,1.504895389E-1,1.157974148E1,-1.231697723E-1
1.191880276E1,2.277152389E-1,1.233998013E1,1.198100328E0
1.193546870E1,2.806288898E-1,1.295216084E1,1.270597816E0
1.195213464E1,2.095167190E-1,1.303946972E1,5.390256047E-1
1.196880057E1,2.793285251E-1,1.206335449E1,1.160438955E-1
1.198546651E1,1.881499141E-1,1.097305393E1,1.087208167E-1
1.200213245E1,-5.225132108E-1,1.041578579E1,7.822070122E-1
1.201879839E1,-1.030987740E0,9.992272377E0,2.252209663E0
1.203546432E1,-1.150372267E0,9.488533974E0,3.069499969E0
1.205213026E1,-1.318683028E0,9.022464752E0,2.583949804E0
1.206879620E1,-1.439439178E0,8.597896576E0,1.384457588E0
1.208546214E1,-1.146504998E0,8.485117912E0,8.993764520E-1
1.210212807E1,-5.516426563E-1,8.936978340E0,1.164769650E0
1.211879401E1,-6.417777538E-1,9.997065544E0,1.566542983E0
1.213545995E1,-8.735632300E-1,1.085058594E1,1.624904513E0
1.215212589E1,-7.725043297E-1,1.085635281E1,1.485269904E0
1.216879182E1,-5.312934518E-1,9.951663971E0,1.252233386E0
1.218545776E1,-4.575985670E-1,8.966972351E0,1.197944045E0
1.220212370E1,-3.987410069E-1,8.456698418E0,1.337091565E0
1.221878964E1,-2.130970359E-1,8.310954094E0,1.945908070E0
1.223545557E1,1.140877604E-1,8.327828407E0,2.814147949E0
1.225212151E1,5.348981023E-1,8.307703972E0,3.426299095E0
1.226878745E1,8.981904984E-1,8.174148560E0,3.677573442E0
1.228545339E1,1.055107474E0,8.201770782E0,3.540132523E0
1.230211932E1,9.480833411E-1,8.656868935E0,3.062658072E0
1.231878526E1,6.859068274E-1,9.333848000E0,2.451578856E0
1.233545120E1,5.678878427E-1,9.754978180E0,1.972072005E0
1.235211714E1,5.622475743E-1,9.729100227E0,2.141822577E0
1.236878307E1,6.731805205E-1,9.585535049E0,2.948784113E0
1.238544901E1,9.200844169E-1,9.471554756E0,3.486890793E0
1.240211495E1,9.668576717E-1,9.353497505E0,3.660346270E0
1.241878089E1,7.230954170E-1,9.282268524E0,3.489526987E0
1.243544682E1,4.806426764E-1,9.393943787E0,3.157506227E0
1.245211276E1,4.338912964E-1,9.409541130E0,2.785372019E0
1.246877870E1,5.348771214E-1,9.256375313E0,2.701535463E0
1.248544464E1,5.383286476E-1,9.001245499E0,2.948867559E0
1.250211057E1,4.697905481E-1,8.756154060E0,3.207017660E0
1.251877651E1,4.783844650E-1,8.765707970E0,3.441218615E0
1.253544245E1,5.028174520E-1,8.955484390E0,3.622508764E0
1.255210839E1,7.335099578E-1,9.096318245E0,3.639930725E0
1.256877432E1,9.677332044E-1,9.165705681E0,3.565555573E0
1.258544026E1,9.319221377E-1,9.285937309E0,3.371701479E0
1.260210620E1,9.332664013E-1,9.429775238E0,3.274890900E0
1.261877214E1,1.185177445E0,9.350697517E0,3.249850988E0
1.263543807E1,1.512191415E0,9.293108940E0,3.192791700E0
1.265210401E1,1.624825597E0,9.284044266E0,3.084419489E0
1.266876995E1,1.552628875E0,9.272059441E0,2.935652733E0
1.268543589E1,1.315846086E0,9.157679558E0,2.804275274E0
1.270210182E1,8.907637000E-1,8.965970039E0,2.627608538E0
1.271876776E1,5.451678634E-1,8.838608742E0,2.196210384E0
1.273543370E1,3.881665170E-1,8.728754997E0,1.867154002E0
1.275209964E1,2.179709226E-1,8.856845856E0,1.633287907E0
1.276876557E1,-1.261879951E-1,9.787604332E0,1.634267330E0
1.278543151E1,3.583321869E-1,1.116974545E1,1.034440875E0
1.280209745E1,5.834103227E-1,1.200201130E1,7.369554043E-1
1.281876339E1,2.583815753E-1,1.223085117E1,1.236966014E0
1.283542932E1,-2.991280854E-1,1.228141308E1,3.687559128E0
1.285209526E1,-4.506529868E-1,1.082419205E1,4.345640182E0
1.286876120E1,7.617604136E-1,8.932339668E0,1.620028019E0
1.288542714E1,6.565397382E-1,8.260685921E0,-2.960919142E-1
1.290209307E1,-1.963187903E-1,8.145070076E0,4.273889065E-1
1.291875901E1,-4.959605634E-1,8.013800621E0,2.115311623E0
1.293542495E1,5.296895504E-1,8.148270607E0,2.591040611E0
1.295209089E1,1.213189125E0,9.041008949E0,9.444239140E-1
1.296875682E1,9.934506416E-1,1.024560452E1,-1.855124384E-1
1.298542276E1,5.169847608E-1,1.118173599E1,6.405298114E-1
1.300208870E1,1.676565558E-1,1.155889893E1,3.702476263E0
1.301875464E1,2.246994525E-1,1.084610271E1,5.190275192E0
1.303542057E1,9.768900871E-1,1.007011700E1,2.890213013E0
1.305208651E1,8.919989467E-1,1.003221226E1,6.403636336E-1
